日期,单位净值
20220216,1.0470
20220217,1.0510
20220218,1.0480
20220221,1.0480
20220222,1.0350
20220223,1.0550
20220224,1.0560
20220225,1.0660
20220228,1.0700
20220301,1.0790
20220302,1.0720
20220303,1.0580
20220304,1.0520
20220307,1.0340
20220308,1.0080
20220309,0.9990
20220310,1.0190
20220311,1.0260
20220314,1.0160
20220315,0.9860
20220316,1.0100
20220317,1.0250
20220318,1.0220
20220321,1.0330
20220322,1.0270
20220323,1.0430
20220324,1.0450
20220325,1.0310
20220328,1.0250
20220329,1.0280
20220330,1.0390
20220331,1.0260
20220401,1.0240
20220406,1.0090
20220407,1.0000
20220408,0.9950
20220411,0.9730
20220412,0.9790
20220413,0.9610
20220414,0.9700
20220415,0.9640
20220418,0.9770
20220419,0.9760
20220420,0.9600
20220421,0.9380
20220422,0.9330
20220425,0.8910
20220426,0.8720
20220427,0.9060
20220428,0.9080
20220429,0.9360
20220505,0.9510
20220506,0.9370
20220509,0.9460
20220510,0.9560
20220511,0.9580
20220512,0.9590
20220513,0.9620
20220516,0.9560
20220517,0.9660
20220518,0.9610
20220519,0.9650
20220520,0.9710
20220523,0.9700
20220524,0.9470
20220525,0.9550
20220526,0.9660
20220527,0.9620
20220530,0.9720
20220531,0.9820
20220601,0.9860
20220602,0.9930
20220606,1.0150
20220607,1.0120
20220608,1.0130
20220609,0.9980
20220610,1.0220
20220613,1.0240
20220614,1.0130
20220615,1.0100
20220616,1.0140
20220617,1.0230
20220620,1.0350
20220621,1.0230
20220622,1.0130
20220623,1.0400
20220624,1.0660
20220627,1.0740
20220628,1.0860
20220629,1.0620
20220630,1.0730
20220701,1.0690
20220704,1.0970
20220705,1.0930
20220706,1.0850
20220707,1.1010
20220708,1.0860
20220711,1.0770
20220712,1.0590
20220713,1.0570
20220714,1.0750
20220715,1.0660
20220718,1.0610
20220719,1.0530
20220720,1.0700
20220721,1.0640
20220722,1.0610
20220725,1.0620
20220726,1.0680
20220727,1.0730
20220728,1.0770
20220729,1.0650
20220801,1.0730
20220802,1.0650
20220803,1.0770
20220804,1.0730
20220805,1.0730
20220808,1.0970
20220809,1.1150
20220810,1.1190
20220811,1.1160
20220812,1.0960
20220815,1.1030
20220816,1.1120
20220817,1.1050
20220818,1.1240
20220819,1.1130
20220822,1.1250
20220823,1.1290
20220824,1.0960
20220825,1.0880
20220826,1.0700
20220829,1.0790
20220830,1.0710
20220831,1.0460
20220901,1.0440
20220902,1.0480
20220905,1.0530
20220906,1.0760
20220907,1.0910
20220908,1.0940
20220909,1.0880
20220913,1.0910
20220914,1.1020
20220915,1.0760
20220916,1.0780
20220919,1.0640
20220920,1.0650
20220921,1.0560
20220922,1.0750
20220923,1.0670
20220926,1.0630
20220927,1.0800
20220928,1.0580
20220929,1.0640
20220930,1.0410
20221010,1.0250
20221011,1.0240
20221012,1.0390
20221013,1.0520
20221014,1.0670
20221017,1.0750
20221018,1.0870
20221019,1.0770
20221020,1.0710
20221021,1.0670
20221024,1.0950
20221025,1.0890
20221026,1.0890
20221027,1.0760
20221028,1.0710
20221031,1.0860
20221101,1.0890
20221102,1.0770
20221103,1.0850
20221104,1.0910
20221107,1.0750
20221108,1.0690
20221109,1.0650
20221110,1.0550
20221111,1.0590
20221114,1.0470
20221115,1.0570
20221116,1.0480
20221117,1.0470
20221118,1.0390
20221121,1.0470
20221122,1.0360
20221123,1.0360
20221124,1.0340
20221125,1.0210
20221128,1.0220
20221129,1.0220
20221130,1.0240
20221201,1.0290
20221202,1.0260
20221205,1.0190
20221206,1.0190
20221207,1.0160
20221208,1.0120
20221209,1.0150
20221212,1.0180
20221213,1.0060
20221214,1.0000
20221215,1.0000
20221216,0.9900
20221219,0.9810
20221220,0.9790
20221221,0.9700
20221222,0.9630
20221223,0.9560
20221226,0.9780
20221227,0.9930
20221228,0.9890
20221229,1.0000
20221230,1.0030
20221231,1.0030
20230103,1.0160
20230104,1.0110
20230105,1.0220
20230106,1.0200
20230109,1.0080
20230110,1.0080
20230111,0.9970
20230112,0.9970
20230113,0.9880
20230116,1.0030
20230117,1.0070
20230118,1.0030
20230119,1.0160
20230120,1.0160
20230130,1.0310
20230131,1.0240
20230201,1.0310
20230202,1.0240
20230203,1.0240
20230206,1.0180
20230207,1.0120
20230208,1.0000
20230209,1.0130
20230210,1.0030
20230213,1.0060
20230214,1.0020
20230215,0.9970
20230216,0.9890
20230217,0.9800
20230220,0.9850
20230221,0.9860
20230222,0.9850
20230223,0.9900
20230224,0.9940
20230227,0.9950
20230228,0.9960
20230301,0.9970
20230302,0.9960
20230303,0.9960
20230306,1.0080
20230307,0.9920
20230308,0.9940
20230309,0.9850
20230310,0.9730
20230313,0.9720
20230314,0.9630
20230315,0.9550
20230316,0.9460
20230317,0.9340
20230320,0.9310
20230321,0.9470
20230322,0.9440
20230323,0.9420
20230324,0.9390
20230327,0.9340
20230328,0.9270
20230329,0.9240
20230330,0.9330
20230331,0.9340
20230403,0.9410
20230404,0.9330
20230406,0.9420
20230407,0.9520
20230410,0.9480
20230411,0.9420
20230412,0.9370
20230413,0.9360
20230414,0.9450
20230417,0.9440
20230418,0.9420
20230419,0.9430
20230420,0.9410
20230421,0.9330
20230424,0.9280
20230425,0.9140
20230426,0.9220
20230427,0.9370
20230428,0.9350
20230504,0.9310
20230505,0.9210
20230508,0.9220
20230509,0.9080
20230510,0.9060
20230511,0.9050
20230512,0.8980
20230515,0.9130
20230516,0.9110
20230517,0.9180
20230518,0.9170
20230519,0.9250
20230522,0.9270
20230523,0.9210
20230524,0.9210
20230525,0.9220
20230526,0.9190
20230529,0.9220
20230530,0.9200
20230531,0.9170
20230601,0.9140
20230602,0.9140
20230605,0.9060
20230606,0.8940
20230607,0.8870
20230608,0.8860
20230609,0.8890
20230612,0.8880
20230613,0.8900
20230614,0.8900
20230615,0.9050
20230616,0.9130
20230619,0.9130
20230620,0.9280
20230621,0.9160
20230626,0.9040
20230627,0.9110
20230628,0.9170
20230629,0.9230
20230630,0.9380
20230703,0.9390
20230704,0.9430
20230705,0.9320
20230706,0.9230
20230707,0.9170
20230710,0.9190
20230711,0.9250
20230712,0.9140
20230713,0.9170
20230714,0.9090
20230717,0.9070
20230718,0.9130
20230719,0.9040
20230720,0.8960
20230721,0.8960
20230724,0.8940
20230725,0.9030
20230726,0.9010
20230727,0.8910
20230728,0.8950
20230731,0.8920
20230801,0.8980
20230802,0.8980
20230803,0.8950
20230804,0.8970
20230807,0.8950
20230808,0.8980
20230809,0.9000
20230810,0.8950
20230811,0.8890
20230814,0.8910
20230815,0.8870
20230816,0.8790
20230817,0.8950
20230818,0.8920
20230821,0.8810
20230822,0.8900
20230823,0.8760
20230824,0.8800
20230825,0.8750
20230828,0.8780
20230829,0.8990
20230830,0.9020
20230831,0.8950
20230901,0.8910
20230904,0.8980
20230905,0.8950
20230906,0.9050
20230907,0.8980
20230908,0.9090
20230911,0.9010
20230912,0.8990
20230913,0.8910
20230914,0.8890
20230915,0.8880
20230918,0.8900
20230919,0.8800
20230920,0.8750
20230921,0.8690
20230922,0.8790
20230925,0.8750
20230926,0.8690
20230927,0.8740
20230928,0.8780
20231009,0.8780
20231010,0.8690
20231011,0.8590
20231012,0.8570
20231013,0.8490
